ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
98,2,18.0,11.0,0,2,3
98,3,44.0,12.0,0,3,5
98,4,27.0,20.0,0,4,7
98,5,55.0,21.0,0,5,8
98,6,28.0,29.0,0,6,9
98,7,51.0,35.0,0,7,10
98,8,37.0,37.0,0,8,12
98,9,62.0,37.0,0,9,11
98,10,69.0,43.0,0,10,13
98,11,55.0,45.0,0,11,14
98,12,77.0,51.0,0,12,15
98,13,90.0,53.0,0,13,16
98,14,30.0,55.0,0,14,17
98,15,60.0,55.0,0,15,18
98,16,69.0,58.0,0,16,19
98,17,60.0,62.0,0,17,21
98,18,38.0,63.0,0,18,22
98,19,26.0,64.0,0,19,23
98,20,73.0,65.0,0,20,24
98,21,56.0,70.0,0,21,26
98,22,44.0,71.0,0,22,28
98,23,29.0,72.0,0,23,27
98,24,53.0,79.0,0,24,31
98,25,93.0,81.0,0,25,34
98,26,28.0,82.0,0,26,35
98,27,83.0,85.0,0,27,36
98,28,24.0,92.0,0,28,37
99,1,53.0,6.0,0,1,2
99,2,87.0,11.0,0,2,4
99,3,75.0,15.0,0,3,5
99,4,48.0,16.0,0,4,6
99,5,5.0,17.0,0,5,7
99,6,32.0,17.0,0,6,8
99,7,70.0,22.0,0,7,10
99,8,57.0,24.0,0,8,11
99,9,27.0,26.0,0,9,12
99,10,90.0,29.0,0,10,14
99,11,38.0,36.0,0,11,16
99,12,63.0,40.0,0,12,17
99,13,88.0,40.0,0,13,18
99,14,54.0,43.0,0,14,19
99,15,42.0,45.0,0,15,21
99,16,18.0,46.0,0,16,22
99,17,9.0,53.0,0,17,23
99,18,82.0,53.0,0,18,24
99,19,10.0,58.0,0,19,26
99,20,42.0,59.0,0,20,27
99,21,67.0,59.0,0,21,28
99,22,51.0,60.0,0,22,29
99,23,90.0,65.0,0,23,31
99,24,22.0,71.0,0,24,32
99,25,54.0,76.0,0,25,35
99,26,85.0,79.0,0,26,36
99,27,44.0,82.0,0,27,37
99,28,66.9090909090909,85.0909090909091,0,28,38
99,29,62.92307692307692,85.84615384615384,0,29,39
99,30,90.0,87.0,0,30,40
99,31,24.0,90.0,0,31,42
99,32,11.0,91.0,0,32,41
99,33,42.0,91.0,0,33,43
99,34,32.0,92.0,0,34,44
100,1,38.0,6.0,0,1,1
100,2,53.0,7.0,0,2,2
100,3,53.0,14.0,0,3,4
100,4,23.0,19.0,0,4,6
100,5,32.0,21.0,0,5,7
100,6,76.0909090909091,22.09090909090909,0,6,8
100,7,52.0,24.0,0,7,9
100,8,80.1,25.05,0,8,10
100,9,87.0,28.0,0,9,11
100,10,73.0,33.0,0,10,13
100,11,39.0,34.0,0,11,12
100,12,85.0,38.0,0,12,14
100,13,68.0,43.0,0,13,15
100,14,48.0,46.0,0,14,16
100,15,56.0,46.0,0,15,17
100,16,84.0,57.0,0,16,18
100,17,12.0,61.0,0,17,19
100,18,68.0,62.0,0,18,21
100,19,9.0,71.0,0,19,23
100,20,15.0,75.0,0,20,24
100,21,59.0,75.0,0,21,25
100,22,32.0,79.0,0,22,26
100,23,85.0,87.0,0,23,27
